kelas_id,mata_kuliah_id,tahun,semester,no_kelas,no_ps
2023135646,39181,2023,1,3,230
2024233663,47167,2025,1,1,102
2024233667,47168,2025,1,1,102
2023135319,40545,2023,1,5,102
2023182660,40545,2023,1,6,102
2023146506,40545,2023,1,8,102
2023106319,40545,2023,1,11,102
2023186371,40545,2023,1,13,102
2023168075,40545,2023,1,15,102
2023194264,40545,2023,1,16,102
2023126275,40545,2023,1,17,102
2023128993,40545,2023,1,18,102
2023147925,40545,2023,1,19,102
2023197835,40545,2023,1,20,102
2023135290,40545,2023,1,22,102
2023181564,40545,2023,1,26,102
2023159241,40545,2023,1,28,102
2023188460,40545,2023,1,29,102
2023147120,40545,2023,1,32,102
2023158962,40545,2023,1,33,102
2023105462,40545,2023,1,34,102
2023146591,40545,2023,1,35,102
2023195435,40545,2023,1,36,102
2023170104,40545,2023,1,37,102
2023158140,40545,2023,1,38,102
2023112309,40545,2023,1,39,102
2023140248,40545,2023,1,40,102
2023128488,40545,2023,1,42,102
2023145206,40545,2023,1,43,102
2023149670,40545,2023,1,44,102
2023162585,40545,2023,1,45,102
2023142238,40545,2023,1,46,102
2023196492,40545,2023,1,47,102
2023190384,40546,2023,1,1,102
2023132101,40546,2023,1,2,102
2023113568,40546,2023,1,3,102
2023184457,40546,2023,1,4,102
2023141268,40546,2023,1,5,102
2023150004,40546,2023,1,6,102
2023180632,40546,2023,1,7,102
2023144793,40546,2023,1,8,102
2023187830,40546,2023,1,9,102
2023148971,40546,2023,1,11,102
2023182661,40546,2023,1,13,102
2023117458,40546,2023,1,14,102
2023119258,40130,2023,1,1,102
2023188412,40130,2023,1,2,102
2023176125,40130,2023,1,3,102
2023112752,40131,2023,1,2,102
2023118632,40131,2023,1,3,102
2023106602,40348,2023,1,1,102
2023195635,40279,2023,1,1,102
2023130130,40262,2023,1,1,102
2023191729,40263,2023,1,1,102
2023140591,40263,2023,1,2,102
2023121039,40263,2023,1,3,102
2023183043,40264,2023,1,3,102
2023111501,40265,2023,1,1,102
2023177935,40265,2023,1,2,102
2023129122,40281,2023,1,1,102
2023117504,40293,2023,1,1,102
2023114850,40310,2023,1,1,102
2023134616,40298,2023,1,1,102
2023107034,40271,2023,1,1,102
2023123947,40272,2023,1,1,102
2023190176,40272,2023,1,2,102
2023141119,40273,2023,1,1,102
2023108416,40273,2023,1,2,102
2023130966,40275,2023,1,1,102
2023145280,40275,2023,1,2,102
2023142054,40276,2023,1,1,102
2023169030,40276,2023,1,2,102
2023161246,40276,2023,1,3,102
2023198277,40314,2023,1,1,102
2023108942,40319,2023,1,1,102
2023121452,40283,2023,1,1,102
2023113273,40313,2023,1,1,102
2023149304,40291,2023,1,1,102
2023171859,40303,2023,1,1,102
2024233677,47316,2025,1,1,102
2024233679,47234,2025,1,1,102
2023138205,40274,2023,1,1,102
2024243223,47117,2025,2,1,102
2024243226,47117,2025,2,2,102
2024243227,47117,2025,2,3,102
2024243229,47117,2025,2,4,102
2024243249,47136,2025,2,1,102
2024243257,47121,2025,2,1,102
2024243234,47118,2025,2,1,102
2024243235,47118,2025,2,2,102
2024243236,47118,2025,2,3,102
2024243237,47118,2025,2,4,102
2024243261,47121,2025,2,3,102
2024243297,47135,2025,2,1,102
2024243298,47135,2025,2,2,102
2024243299,47135,2025,2,3,102
2024243315,47147,2025,2,1,102
2024243316,47147,2025,2,2,102
2024243317,47147,2025,2,3,102
2024243353,47232,2025,2,1,102
2024243359,47113,2025,2,1,102
2024243372,47160,2025,2,1,102
2024243389,47226,2025,2,1,102
2024243395,47237,2025,2,1,102
2024243397,47238,2025,2,1,102
2024233681,47317,2025,1,1,102
2024243243,47118,2025,2,5,102
2024243244,47118,2025,2,6,102
2024243309,47159,2025,2,1,102
2024243310,47159,2025,2,2,102
2024243311,47159,2025,2,3,102
2024243277,47123,2025,2,1,102
2024233817,48740,2025,1,1,230
2024243252,47136,2025,2,2,102
2024243253,47136,2025,2,3,102
2024243255,47136,2025,2,4,102
2024243283,47239,2025,2,1,102
2024243343,47152,2025,2,1,102
2024243259,47121,2025,2,2,102
2024234715,47556,2025,1,24,102
2024234717,47556,2025,1,26,102
2024234718,47556,2025,1,27,102
2024243264,47126,2025,2,1,102
2024243265,47126,2025,2,2,102
2024243267,47126,2025,2,3,102
2024243279,47313,2025,2,1,102
2024243291,47127,2025,2,1,102
2024243333,47149,2025,2,1,102
2024243335,47139,2025,2,1,102
2024243357,47233,2025,2,1,102
2024243393,47171,2025,2,1,102
2024243399,47235,2025,2,1,102
2024243271,47216,2025,2,1,102
2024243272,47216,2025,2,2,102
2024243273,47216,2025,2,3,102
2024243285,47240,2025,2,1,102
2024243377,47166,2025,2,1,102
2024243288,53601,2025,2,1,102
2024243289,53601,2025,2,2,102
2024243293,47130,2025,2,1,102
2024243303,47146,2025,2,1,102
2024243304,47146,2025,2,2,102
2024243305,47146,2025,2,3,102
2024243337,47150,2025,2,1,102
2024243339,47312,2025,2,1,102
2024243345,47153,2025,2,1,102
2024243355,47315,2025,2,1,102
2024243375,47163,2025,2,1,102
2024243381,47223,2025,2,1,102
2024243387,47228,2025,2,1,102
2024243391,47236,2025,2,1,102
2024243275,47122,2025,2,1,102
2024243281,47124,2025,2,1,102
2024243331,47145,2025,2,3,102
2024243347,47154,2025,2,1,102
2024243361,47172,2025,2,1,102
2024243322,47162,2025,2,1,102
2024243323,47162,2025,2,2,102
2024243324,47162,2025,2,3,102
2024243325,47162,2025,2,4,102
2024243349,47155,2025,2,1,102
2024243341,47224,2025,2,1,102
2024243363,47165,2025,2,1,102
2024243366,47158,2025,2,1,102
2024243369,47161,2025,2,1,102
2024243367,47158,2025,2,2,102
2024243379,47167,2025,2,1,102
2024233290,47106,2025,1,37,102
2024233337,47106,2025,1,51,102
2024233291,47106,2025,1,38,102
2024233326,47106,2025,1,46,102
2024233327,47106,2025,1,47,102
2024233335,47106,2025,1,49,102
2024233346,47106,2025,1,53,102
2024233336,47106,2025,1,50,102
2024233345,47106,2025,1,52,102
2024233347,47106,2025,1,54,102
2024221815,48735,2024,2,1,230
2024234699,47556,2025,1,8,102
2024234700,47556,2025,1,9,102
2024234702,47556,2025,1,11,102
2024234694,47556,2025,1,3,102
2024234695,47556,2025,1,4,102
2024234697,47556,2025,1,6,102
2024234706,47556,2025,1,15,102
2024234707,47556,2025,1,16,102
2024234720,47556,2025,1,29,102
2024234710,47556,2025,1,19,102
2024234712,47556,2025,1,21,102
2024234722,47556,2025,1,31,102
2024234723,47556,2025,1,32,102
2024234726,47556,2025,1,35,102
2024234736,47556,2025,1,45,102
2024234731,47556,2025,1,40,102
2024234733,47556,2025,1,42,102
2024234738,47556,2025,1,47,102
2024234744,47556,2025,1,53,102
2024234796,47556,2025,1,62,102
2024234793,47556,2025,1,59,102
2024234794,47556,2025,1,60,102
2024234795,47556,2025,1,61,102
2023277340,40133,2023,2,2,102
2023280872,39171,2023,2,3,230
2023214108,40547,2023,2,10,102
2023257195,40547,2023,2,2,102
2023215635,40547,2023,2,13,102
2023241631,40547,2023,2,19,102
2023299889,40547,2023,2,14,102
2023284945,40547,2023,2,15,102
2023277084,40547,2023,2,18,102
2023262174,40547,2023,2,24,102
2023200143,40547,2023,2,20,102
2023231953,40547,2023,2,21,102
2023260361,40547,2023,2,26,102
2023299405,40547,2023,2,16,102
2023272726,40547,2023,2,17,102
2023231878,40547,2023,2,32,102
2023241501,40547,2023,2,35,102
2023286190,40547,2023,2,47,102
2023232654,40547,2023,2,49,102
2023266382,40547,2023,2,50,102
2023218284,40548,2023,2,7,102
2023297233,40548,2023,2,11,102
2023256778,40548,2023,2,2,102
2023251050,40548,2023,2,3,102
2023272704,40548,2023,2,9,102
2023200016,40548,2023,2,4,102
2023253513,40548,2023,2,5,102
2023200340,40548,2023,2,6,102
2023262214,40548,2023,2,8,102
2023239161,40548,2023,2,10,102
2023283406,40548,2023,2,13,102
2023223307,40548,2023,2,16,102
2023285747,40548,2023,2,14,102
2023224672,40547,2023,2,4,102
2023265569,40547,2023,2,1,102
2023280392,40547,2023,2,3,102
2023212900,40547,2023,2,6,102
2023291990,40547,2023,2,9,102
2023261858,40547,2023,2,8,102
2023202229,40547,2023,2,11,102
2023252059,40547,2023,2,41,102
2023243363,40547,2023,2,46,102
2023214477,40547,2023,2,52,102
2023287263,40547,2023,2,48,102
2023253649,40547,2023,2,22,102
2023271664,40547,2023,2,23,102
2023229805,40547,2023,2,28,102
2023256358,40547,2023,2,29,102
2023235706,40547,2023,2,31,102
2023252949,40547,2023,2,33,102
2023281251,40547,2023,2,34,102
2023282392,40547,2023,2,36,102
2023219574,40547,2023,2,38,102
2023236792,40547,2023,2,39,102
2023248031,40547,2023,2,42,102
2023299905,40547,2023,2,43,102
2023275765,40547,2023,2,44,102
2023256391,40547,2023,2,51,102
2023212648,40548,2023,2,1,102
2023209250,40547,2023,2,45,102
2023211854,40547,2023,2,27,102
2023248219,40547,2023,2,37,102
2023267197,40547,2023,2,25,102
2023256075,40547,2023,2,40,102
2023205758,40547,2023,2,12,102
2023285729,40548,2023,2,15,102
2023243944,40267,2023,2,1,102
2023265964,40132,2023,2,1,102
2023284603,40286,2023,2,1,102
2023271541,40134,2023,2,3,102
2023224440,40132,2023,2,2,102
2023208983,40134,2023,2,1,102
2023225189,40134,2023,2,2,102
2023264513,40135,2023,2,1,102
2023291923,40135,2023,2,2,102
2023212683,40135,2023,2,3,102
2023241320,40136,2023,2,1,102
2023264590,40136,2023,2,2,102
2023210734,40305,2023,2,1,102
2023234693,40280,2023,2,1,102
2023276280,43734,2023,2,1,102
2023241010,40297,2023,2,1,102
2023262681,40279,2023,2,1,102
2023212149,40267,2023,2,2,102
2023250677,40267,2023,2,3,102
2023288193,40268,2023,2,1,102
2023298781,40268,2023,2,2,102
2023229742,40268,2023,2,3,102
2023258311,40269,2023,2,1,102
2023274777,40269,2023,2,2,102
2023288578,40269,2023,2,3,102
2023263047,40270,2023,2,1,102
2023284961,40270,2023,2,2,102
2023225066,40270,2023,2,3,102
2023285179,40307,2023,2,1,102
2023212675,40308,2023,2,1,102
2023208962,40282,2023,2,1,102
2023227995,40294,2023,2,1,102
2023230601,40311,2023,2,1,102
2023247214,40317,2023,2,1,102
2023248848,40318,2023,2,1,102
2023235204,40289,2023,2,1,102
2023222985,40289,2023,2,2,102
2023286536,40302,2023,2,1,102
2023227653,40271,2023,2,1,102
2023215999,40349,2023,2,1,102
2023224853,40133,2023,2,1,102
2023227004,40133,2023,2,3,102
2023245696,40272,2023,2,1,102
2023207488,40320,2023,2,1,102
2023249110,40272,2023,2,2,102
2023256642,40277,2023,2,1,102
2023223134,40296,2023,2,1,102
2023264178,40273,2023,2,1,102
2023265588,40273,2023,2,2,102
2023266943,40274,2023,2,1,102
2023239464,40292,2023,2,1,102
2023220464,40304,2023,2,1,102
2023250435,40275,2023,2,1,102
2023259336,40276,2023,2,1,102
2023270038,40276,2023,2,2,102
2023272766,40276,2023,2,3,102
2023222231,39166,2023,2,1,230
2023287110,39166,2023,2,2,230
2023213892,39166,2023,2,3,230
2023288457,39166,2023,2,4,230
2023262730,39166,2023,2,5,230
2023223558,39171,2023,2,1,230
2023205076,39168,2023,2,1,230
2023287248,39167,2023,2,1,230
2023270983,39167,2023,2,2,230
2023227341,39167,2023,2,4,230
2023243499,39167,2023,2,5,230
2023223947,39174,2023,2,1,230
2023202772,39169,2023,2,1,230
2024244605,47106,2025,2,5,102
2024244598,47106,2025,2,1,102
2024244599,47106,2025,2,2,102
2024244600,47106,2025,2,3,102
2024244601,47106,2025,2,4,102
2024244652,47108,2025,2,16,102
2024244653,47108,2025,2,17,102
2024244640,47108,2025,2,4,102
2024244641,47108,2025,2,5,102
2024244642,47108,2025,2,6,102
2024244643,47108,2025,2,7,102
2024244644,47108,2025,2,8,102
2024244645,47108,2025,2,9,102
2024244646,47108,2025,2,10,102
2024244647,47108,2025,2,11,102
2024244648,47108,2025,2,12,102
2024244649,47108,2025,2,13,102
2024244650,47108,2025,2,14,102
2024244651,47108,2025,2,15,102
2024244654,47108,2025,2,18,102
2024244655,47108,2025,2,19,102
2024244656,47108,2025,2,20,102
2024244662,47108,2025,2,26,102
2024244663,47108,2025,2,27,102
2024244664,47108,2025,2,28,102
2024244665,47108,2025,2,29,102
2024248366,47108,2025,2,35,102
2024244637,47108,2025,2,1,102
2024248367,47108,2025,2,36,102
2024244638,47108,2025,2,2,102
2023287833,39167,2023,2,3,230
2024243351,47231,2025,2,1,102
2024248365,47108,2025,2,34,102
2024237525,47160,2025,1,3,102
2024244639,47108,2025,2,3,102
2024244712,47108,2025,2,30,102
2024244713,47108,2025,2,31,102
2024244714,47108,2025,2,32,102
2024244715,47108,2025,2,33,102
2024233661,47166,2025,1,1,102
2024244660,47108,2025,2,24,102
2023207423,39171,2023,2,2,230
2023280197,39180,2023,2,2,230
2023286187,39201,2023,2,1,230
2023254089,39176,2023,2,1,230
2023241667,39189,2023,2,1,230
2023277569,39185,2023,2,1,230
2023293757,39190,2023,2,1,230
2023256281,39193,2023,2,1,230
2024244659,47108,2025,2,23,102
2023295853,44369,2023,2,1,230
2023194625,45403,2023,1,1,230
2023131366,39170,2023,1,3,230
2023135115,40306,2023,1,1,102
2023123161,40128,2023,1,3,102
2023149881,40545,2023,1,23,102
2023100432,40264,2023,1,2,102
2023126491,40545,2023,1,27,102
2023108119,40546,2023,1,16,102
2023101887,40545,2023,1,41,102
2023136095,40545,2023,1,31,102
2023196511,40316,2023,1,1,102
2023192940,40545,2023,1,14,102
2023160791,40271,2023,1,2,102
2023160604,40545,2023,1,30,102
2023100753,40265,2023,1,3,102
2023117884,40545,2023,1,10,102
2023188382,40545,2023,1,25,102
2023114907,40295,2023,1,1,102
2023161740,40546,2023,1,15,102
2023116051,40545,2023,1,12,102
2023178140,40327,2023,1,1,102
2023148975,40545,2023,1,9,102
2023127317,39170,2023,1,1,230
2024244658,47108,2025,2,22,102
2023105399,40131,2023,1,1,102
2024244657,47108,2025,2,21,102
2023257708,40548,2023,2,17,102
2023250970,40545,2023,2,1,102
2024200074,48922,2024,1,1,230
2024200054,47106,2024,1,7,102
2024200119,47106,2024,1,2,102
2024200120,47106,2024,1,21,102
2024200122,47106,2024,1,25,102
2024200124,47106,2024,1,28,102
2024200125,47106,2024,1,30,102
2024200128,47106,2024,1,39,102
2024200132,47106,2024,1,52,102
2024200133,47106,2024,1,11,102
2024200135,47106,2024,1,18,102
2024200136,47106,2024,1,20,102
2024200137,47106,2024,1,33,102
2024200139,47106,2024,1,37,102
2024200140,47106,2024,1,41,102
2024200141,47106,2024,1,43,102
2024200123,47106,2024,1,29,102
2024200408,48688,2024,1,1,230
2024200410,52607,2024,1,1,230
2024202178,47556,2024,1,5,102
2024202188,47556,2024,1,22,102
2024202203,47556,2024,1,26,102
2024202211,47556,2024,1,39,102
2024202198,47556,2024,1,11,102
2024202179,47556,2024,1,15,102
2024202180,47556,2024,1,16,102
2024202200,47556,2024,1,19,102
2024202204,47556,2024,1,27,102
2024202206,47556,2024,1,29,102
2024202208,47556,2024,1,31,102
2024202210,47556,2024,1,38,102
2024202214,47556,2024,1,46,102
2024202236,47556,2024,1,35,102
2024202237,47556,2024,1,36,102
2024202244,47556,2024,1,41,102
2024202245,47556,2024,1,42,102
2024202270,47106,2024,1,17,102
2024202275,47106,2024,1,24,102
2024202282,47106,2024,1,31,102
2024202284,47106,2024,1,32,102
2024202298,47106,2024,1,19,102
2024202302,47106,2024,1,40,102
2024202304,47106,2024,1,46,102
2024202301,47106,2024,1,38,102
2024202303,47106,2024,1,44,102
2024202543,47575,2024,1,1,102
2024203036,47106,2024,1,47,102
2024203047,47106,2024,1,50,102
2024203317,47556,2024,1,18,102
2024203319,47556,2024,1,20,102
2024203320,47556,2024,1,43,102
2024203603,47106,2024,1,9,102
2024203604,47106,2024,1,12,102
2024203605,47106,2024,1,35,102
2024203606,47106,2024,1,36,102
2024203632,51513,2024,1,1,230
2024203633,51513,2024,1,3,230
2024203634,51513,2024,1,5,230
2024203641,48685,2024,1,2,230
2024203674,52607,2024,1,3,230
2024203675,52599,2024,1,1,230
2024203676,52608,2024,1,1,230
2024203678,52606,2024,1,1,230
2024203680,48837,2024,1,1,230
2024203681,54030,2024,1,1,230
2024203688,48838,2024,1,1,230
2024203653,47556,2024,1,13,102
2024203654,47556,2024,1,33,102
2024203679,48740,2024,1,1,230
2024203766,52609,2024,1,1,230
2024203767,52609,2024,1,2,230
2024203768,52609,2024,1,3,230
2024203770,52607,2024,1,2,230
2024203771,52607,2024,1,4,230
2024203773,48933,2024,1,1,230
2024203774,48933,2024,1,2,230
2024203775,48933,2024,1,4,230
2024204222,49355,2024,1,1,230
2024204344,48745,2024,1,1,230
2024204345,48782,2024,1,1,230
2024216621,47224,2024,2,1,102
2024216495,47108,2024,2,23,102
2024200084,47106,2024,1,53,102
2024200085,47106,2024,1,54,102
2024200090,47106,2024,1,59,102
2024200092,47106,2024,1,61,102
2024200094,47106,2024,1,63,102
2024200095,47106,2024,1,64,102
2024200088,47106,2024,1,57,102
2024216529,47215,2024,2,6,102
2024200093,47106,2024,1,62,102
2024200089,47106,2024,1,58,102
2024214827,48924,2024,2,1,230
2024216613,47149,2024,2,1,102
2024206058,47556,2024,1,52,102
2024206060,47556,2024,1,54,102
2024199254,47106,2024,1,1,102
2024200070,47106,2024,1,3,102
2024200052,47106,2024,1,4,102
2024203371,47556,2024,1,51,102
2024202271,47106,2024,1,5,102
2024206811,47556,2024,1,57,102
2024206812,47556,2024,1,58,102
2024206813,47556,2024,1,59,102
2024202176,47556,2024,1,3,102
2024233287,47106,2025,1,34,102
2024206907,47162,2024,1,1,102
2024206909,47162,2024,1,3,102
2024206908,47162,2024,1,2,102
2024207039,47136,2024,1,1,102
2024207090,47159,2024,1,2,102
2024233288,47106,2025,1,35,102
2024207089,47159,2024,1,1,102
2024207091,47159,2024,1,3,102
2024250721,55950,2025,2,1,230
2024234704,47556,2025,1,13,102
2024234698,47556,2025,1,7,102
2024250829,55977,2025,2,1,230
2024216483,47108,2024,2,11,102
2024250833,55997,2025,2,1,230
2024216539,47118,2024,2,1,102
2024250823,55951,2025,2,1,230
2024216485,47108,2024,2,13,102
2024250831,55978,2025,2,1,230
2024200097,47106,2024,1,66,102
2024200098,47106,2024,1,67,102
2024234713,47556,2025,1,22,102
2024233081,47106,2025,1,8,102
2024234735,47556,2025,1,44,102
2024234741,47556,2025,1,50,102
2024234727,47556,2025,1,36,102
2024234729,47556,2025,1,38,102
2024199349,47314,2024,1,1,102
2024250839,55973,2025,2,1,230
2024234730,47556,2025,1,39,102
2024234732,47556,2025,1,41,102
2024199329,47111,2024,1,4,102
2024234743,47556,2025,1,52,102
2024250835,55903,2025,2,1,230
2024250837,56003,2025,2,1,230
2024216488,47108,2024,2,16,102
2024200099,47106,2024,1,68,102
2024233657,47160,2025,1,2,102
2024202297,47106,2024,1,15,102
2024208719,47109,2024,1,2,102
2024233671,47225,2025,1,1,102
2024244661,47108,2025,2,25,102
2024202177,47556,2024,1,4,102
2024203060,47556,2024,1,6,102
2024202197,47556,2024,1,10,102
2024203035,47556,2024,1,14,102
2024202199,47556,2024,1,17,102
2024202189,47556,2024,1,24,102
2024202205,47556,2024,1,28,102
2024202209,47556,2024,1,32,102
2024202212,47556,2024,1,40,102
2024206059,47556,2024,1,53,102
2024216493,47108,2024,2,21,102
2024234692,47556,2025,1,1,102
2024234708,47556,2025,1,17,102
2024234711,47556,2025,1,20,102
2024234734,47556,2025,1,43,102
2024202175,47556,2024,1,1,102
2024203062,47556,2024,1,9,102
2024203652,47556,2024,1,12,102
2024202187,47556,2024,1,21,102
2024202213,47556,2024,1,44,102
2024203292,47556,2024,1,45,102
2024206810,47556,2024,1,56,102
2024200091,47106,2024,1,60,102
2024200096,47106,2024,1,65,102
2024208743,47135,2024,1,1,102
2024203684,48784,2024,1,1,230
2024234696,47556,2025,1,5,102
2024234716,47556,2025,1,25,102
2024234724,47556,2025,1,33,102
2024234745,47556,2025,1,54,102
2024202274,47106,2024,1,22,102
2024209424,47556,2024,1,61,102
2024203778,51513,2024,1,2,230
2024234703,47556,2025,1,12,102
2024234705,47556,2025,1,14,102
2024234714,47556,2025,1,23,102
2024234728,47556,2025,1,37,102
2024234740,47556,2025,1,49,102
2024234719,47556,2025,1,28,102
2024234721,47556,2025,1,30,102
2024234737,47556,2025,1,46,102
2024251067,55972,2025,2,1,230
2024251069,55972,2025,2,2,230
2024216484,47108,2024,2,12,102
2024250994,55973,2025,2,2,230
2024250995,55973,2025,2,3,230
2024222323,47106,2024,2,7,102
2024251307,55906,2025,2,1,230
2024251311,55910,2025,2,1,230
2024251319,55912,2025,2,1,230
2024251337,56005,2025,2,1,230
2024251309,55907,2025,2,1,230
2024251331,56015,2025,2,1,230
2024251321,55912,2025,2,2,230
2024251313,55898,2025,2,1,230
2024234739,47556,2025,1,48,102
2024251323,55914,2025,2,1,230
2024251325,55915,2025,2,1,230
2024251344,56002,2025,2,1,230
2024251345,56002,2025,2,2,230
2024251339,56007,2025,2,1,230
2024251347,55974,2025,2,1,230
2024251349,55975,2025,2,1,230
2024251352,55975,2025,2,2,230
2024251353,55975,2025,2,3,230
2024233675,47148,2025,1,1,102
2024251335,56017,2025,2,1,230
2024214839,52607,2024,2,1,230
2024228785,47110,2025,1,1,102
2024234693,47556,2025,1,2,102
2024233669,47222,2025,1,1,102
2024216501,47108,2024,2,29,102
2024216473,47108,2024,2,1,102
2024216475,47108,2024,2,3,102
2024216476,47108,2024,2,4,102
2024216477,47108,2024,2,5,102
2024216478,47108,2024,2,6,102
2024216479,47108,2024,2,7,102
2024216481,47108,2024,2,9,102
2024216482,47108,2024,2,10,102
2024216533,47117,2024,2,1,102
2024216534,47117,2024,2,2,102
2024216535,47117,2024,2,3,102
2024216540,47118,2024,2,2,102
2024216541,47118,2024,2,3,102
2024216543,47118,2024,2,4,102
2024216548,47136,2024,2,2,102
2024216549,47136,2024,2,3,102
2024216553,47121,2024,2,1,102
2024216554,47121,2024,2,2,102
2024216555,47121,2024,2,3,102
2024216559,47126,2024,2,1,102
2024216560,47126,2024,2,2,102
2024216561,47126,2024,2,3,102
2024216585,47135,2024,2,1,102
2024216586,47135,2024,2,2,102
2024216587,47135,2024,2,3,102
2024216591,47146,2024,2,1,102
2024216592,47146,2024,2,2,102
2024216593,47146,2024,2,3,102
2024216603,47147,2024,2,1,102
2024216604,47147,2024,2,2,102
2024216605,47147,2024,2,3,102
2024216489,47108,2024,2,17,102
2024216491,47108,2024,2,19,102
2024216499,47108,2024,2,27,102
2024216524,47215,2024,2,1,102
2024216526,47215,2024,2,3,102
2024216528,47215,2024,2,5,102
2024216505,47108,2024,2,33,102
2024216504,47108,2024,2,32,102
2024216563,47122,2024,2,1,102
2024216565,47123,2024,2,1,102
2024216625,47153,2024,2,1,102
2024216619,47312,2024,2,1,102
2024216617,47150,2024,2,1,102
2024216611,47162,2024,2,3,102
2024216610,47162,2024,2,2,102
2024216609,47162,2024,2,1,102
2024216598,47159,2024,2,2,102
2024216581,47127,2024,2,1,102
2024216571,47239,2024,2,1,102
2024216569,47124,2024,2,1,102
2024216567,47313,2024,2,1,102
2024216629,47155,2024,2,1,102
2024216500,47108,2024,2,28,102
2024216683,47238,2024,2,1,102
2024216637,47233,2024,2,1,102
2024216639,47113,2024,2,1,102
2024216631,47231,2024,2,1,102
2024216646,47158,2024,2,1,102
2024216647,47158,2024,2,2,102
2024216650,47161,2024,2,1,102
2024216663,47167,2024,2,1,102
2024216669,47164,2024,2,1,102
2024216643,47165,2024,2,1,102
2024216635,47315,2024,2,1,102
2024216633,47232,2024,2,1,102
2024216492,47108,2024,2,20,102
2024216498,47108,2024,2,26,102
2024216656,47160,2024,2,2,102
2024216653,47160,2024,2,1,102
2024216641,47172,2024,2,1,102
2024216661,47166,2024,2,1,102
2024216671,47130,2024,2,1,102
2024216689,40277,2024,2,1,102
2024216480,47108,2024,2,8,102
2024216685,47235,2024,2,1,102
2024216490,47108,2024,2,18,102
2024216494,47108,2024,2,22,102
2024216496,47108,2024,2,24,102
2024216502,47108,2024,2,30,102
2024216527,47215,2024,2,4,102
2024216679,47237,2024,2,1,102
2024216681,47171,2024,2,1,102
2024216677,47236,2024,2,1,102
2024216675,47226,2024,2,1,102
2024216665,47223,2024,2,1,102
2024246219,47215,2025,2,2,102
2024246220,47215,2025,2,3,102
2024246221,47215,2025,2,4,102
2024232263,48825,2025,1,1,230
2024233659,47163,2025,1,1,102
2024218961,51513,2024,2,1,230
2024214837,52609,2024,2,1,230
2024214829,49024,2024,2,1,230
2024219017,52606,2024,2,1,230
2024214843,52599,2024,2,1,230
2024219071,52599,2024,2,2,230
2024206101,40277,2024,1,1,102
2023102360,40277,2023,1,1,102
2024216503,47108,2024,2,31,102
2024216486,47108,2024,2,14,102
2024216497,47108,2024,2,25,102
2024220669,47106,2024,2,1,102
2024220670,47106,2024,2,2,102
2024220671,47106,2024,2,3,102
2024220675,47106,2024,2,4,102
2024220677,47106,2024,2,6,102
2024220656,47108,2024,2,34,102
2024220679,47108,2024,2,36,102
2024221037,47108,2024,2,39,102
2024221040,47108,2024,2,42,102
2024221041,47108,2024,2,43,102
2024221039,47108,2024,2,41,102
2024221038,47108,2024,2,40,102
2024203772,52599,2024,1,2,230
2024203288,47556,2024,1,23,102
2024199373,47158,2024,1,1,102
2024199404,47166,2024,1,1,102
2024202367,47106,2024,1,42,102
2024200121,47106,2024,1,23,102
2024200053,47106,2024,1,6,102
2024202281,47106,2024,1,27,102
2024202207,47556,2024,1,30,102
2024199363,47112,2024,1,1,102
2024200130,47106,2024,1,45,102
2024216615,47139,2024,2,1,102
2024216623,47152,2024,2,1,102
2024216597,47159,2024,2,1,102
2024216573,47240,2024,2,1,102
2024202296,47106,2024,1,10,102
2024199388,47234,2024,1,1,102
2024209305,48746,2024,1,1,230
2024203779,51513,2024,1,4,230
2024206061,47556,2024,1,55,102
2024200086,47106,2024,1,55,102
2024204343,48682,2024,1,2,230
2024199367,47307,2024,1,1,102
2024200126,47106,2024,1,14,102
2024204221,48829,2024,1,1,230
2024200072,48685,2024,1,1,230
2024200134,47106,2024,1,51,102
2024202196,47556,2024,1,7,102
2024203289,47556,2024,1,25,102
2024200087,47106,2024,1,56,102
2024202280,47106,2024,1,26,102
2024200131,47106,2024,1,13,102
2024216487,47108,2024,2,15,102
2024207040,47136,2024,1,2,102
2024203655,47556,2024,1,37,102
2024203032,47556,2024,1,2,102
2024199251,47110,2024,1,2,102
2024202235,47556,2024,1,34,102
2024207041,47136,2024,1,3,102
2024199386,47148,2024,1,1,102
2024200073,48682,2024,1,1,230
2024202368,47106,2024,1,49,102
2024199356,47218,2024,1,3,102
2024200138,47106,2024,1,34,102
2024199392,47173,2024,1,1,102
2024203780,48737,2024,1,1,230
2024203628,48686,2024,1,1,230
2024200129,47106,2024,1,48,102
2024206099,40274,2024,1,1,102
2024203630,48933,2024,1,3,230
2024203602,47106,2024,1,8,102
2024200127,47106,2024,1,16,102
2024203061,47556,2024,1,8,102
2024203769,52609,2024,1,4,230
2024203686,48833,2024,1,1,230
2024214831,48935,2024,2,1,230
2024221795,52609,2024,2,2,230
2024221803,52607,2024,2,2,230
2024221809,52608,2024,2,2,230
2024221813,52599,2024,2,3,230
2024221831,48744,2024,2,1,230
2024221833,48745,2024,2,1,230
2024221835,48826,2024,2,1,230
2024221841,49003,2024,2,1,230
2024221843,48835,2024,2,1,230
2024221839,48837,2024,2,1,230
2024221817,48736,2024,2,1,230
2024221828,48743,2024,2,1,230
2024221798,52609,2024,2,3,230
2024221804,52607,2024,2,3,230
